date,global_active_power,global_reactive_power,sub_metering_1,sub_metering_2,sub_metering_3,sub_metering_remainder,voltage,global_intensity,valid_minutes,timestamp_count,day_of_week,month,day_of_year,dow_sin,dow_cos,month_sin,month_cos,doy_sin,doy_cos,is_weekend,quarter,quarter_sin,quarter_cos,RR,NBJRR1,NBJRR5,NBJRR10,NBJBROU,reactive_active_ratio,intensity_power_ratio,metering_total,metering_1_share,metering_2_share,metering_3_share,metering_remainder_share,power_lag_1,reactive_lag_1,intensity_lag_1,power_lag_2,reactive_lag_2,intensity_lag_2,power_lag_7,reactive_lag_7,intensity_lag_7,power_lag_14,reactive_lag_14,intensity_lag_14,power_lag_30,reactive_lag_30,intensity_lag_30,power_roll_mean_3,power_roll_std_3,power_roll_min_3,power_roll_max_3,reactive_roll_mean_3,intensity_roll_mean_3,power_roll_mean_7,power_roll_std_7,power_roll_min_7,power_roll_max_7,reactive_roll_mean_7,intensity_roll_mean_7,power_roll_mean_14,power_roll_std_14,power_roll_min_14,power_roll_max_14,reactive_roll_mean_14,intensity_roll_mean_14,power_roll_mean_30,power_roll_std_30,power_roll_min_30,power_roll_max_30,reactive_roll_mean_30,intensity_roll_mean_30,power_diff_1,power_diff_7,power_ema_7,power_ema_30,power_vs_roll7,power_vs_roll30
2006-12-27,1528.76,178.902,0.0,314.0,6976.0,18189.333333333332,243.76736111111111,4.5175,1440,1440,2,12,361,0.9749279121818236,-0.22252093395631434,-2.4492935982947064e-16,1.0,-0.07304518821104743,0.9973286321364752,0.0,4,-2.4492935982947064e-16,1.0,53.7,10.0,2.0,2.0,3.0,0.11702425487517708,0.0029550092866408007,25479.333333333332,0.0,0.012323713335815025,0.2737905230275338,0.7138857635974036,3934.11,165.102,11.347916666666666,2743.12,240.28,7.951527777777779,2225.748,160.998,6.467361111111111,1528.76,178.902,4.5175,1528.76,178.902,4.5175,2735.33,1202.6939214530018,1528.76,3934.11,194.76133333333334,7.938981481481481,2798.2625714285714,1172.265213836138,1528.76,4773.386,183.81799999999998,8.198075396825397,2643.096909090909,1014.5836089617707,1528.76,4773.386,180.58763636363636,7.745542929292929,2643.096909090909,1014.5836089617707,1528.76,4773.386,180.58763636363636,7.745542929292929,-2405.3500000000004,-696.988,2715.6949990787507,3015.3379908087672,-1269.5025714285714,-1114.3369090909089
2006-12-28,2072.638,208.876,2207.0,4419.0,9176.0,18741.966666666667,243.26833333333335,6.086250000000001,1440,1440,3,12,362,0.43388373911755823,-0.900968867902419,-2.4492935982947064e-16,1.0,-0.05587875690537313,0.9984375616565666,0.0,4,-2.4492935982947064e-16,1.0,53.7,10.0,2.0,2.0,3.0,0.10077784924295616,0.002936475157294002,34543.96666666667,0.06388959383942909,0.12792393075506894,0.2656324934619852,0.5425539819145682,1528.76,178.902,4.5175,3934.11,165.102,11.347916666666666,1717.112,144.166,5.028194444444445,2072.638,208.876,6.086250000000001,2072.638,208.876,6.086250000000001,2511.8360000000007,1261.3874575355503,1528.76,3934.11,184.29333333333332,7.317222222222223,2849.052,1124.3384638384773,1528.76,4773.386,193.0622857142857,8.349226190476191,2595.558666666667,981.2841192116431,1528.76,4773.386,182.94500000000002,7.607268518518519,2595.558666666667,981.2841192116431,1528.76,4773.386,182.94500000000002,7.607268518518519,543.8779999999999,355.52599999999984,2554.930749309063,2954.51863656304,-776.4140000000002,-522.9206666666669
2006-12-29,3174.392,196.394,1252.0,5162.0,11329.0,35163.53333333333,240.87130555555555,9.271388888888888,1440,1440,4,12,363,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,-0.03869579017652689,0.9992510374388481,0.0,4,-2.4492935982947064e-16,1.0,53.7,10.0,2.0,2.0,3.0,0.061868225454868774,0.0029206817828321793,52906.53333333333,0.02366437415372145,0.09756829024082278,0.21413234407948106,0.6646349915070734,2072.638,208.876,6.086250000000001,1528.76,178.902,4.5175,2341.338,186.906,6.872916666666667,3174.392,196.394,9.271388888888888,3174.392,196.394,9.271388888888888,2258.596666666667,838.4280763054948,1528.76,3174.392,194.72400000000002,6.625046296296296,2968.0597142857146,1105.5733538898442,1528.76,4773.386,194.41771428571428,8.691865079365082,2640.0843076923074,953.1255098949794,1528.76,4773.386,183.97953846153845,7.735277777777778,2640.0843076923074,953.1255098949794,1528.76,4773.386,183.97953846153845,7.735277777777778,1101.754,833.0539999999996,2709.796061981797,2968.704014849296,206.33228571428526,534.3076923076924
2006-12-30,2801.738,312.75600000000003,3148.0,7929.0,12516.0,23102.633333333335,240.53632638888888,8.317083333333333,1438,1440,5,12,364,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,-0.021501372740813793,0.999768818762748,1.0,4,-2.4492935982947064e-16,1.0,53.7,10.0,2.0,2.0,3.0,0.11162928149897342,0.002968544285855704,46695.63333333333,0.06741529721763959,0.16980174448496324,0.2680336276924959,0.4947493305834861,3174.392,196.394,9.271388888888888,2072.638,208.876,6.086250000000001,4773.386,221.47,14.028055555555557,2801.738,312.75600000000003,8.317083333333333,2801.738,312.75600000000003,8.317083333333333,2682.922666666667,560.4045696684966,2072.638,3174.392,239.342,7.891574074074074,2686.3957142857143,768.8597940530104,1528.76,3934.11,207.45857142857145,7.876011904761905,2651.6310000000003,916.7519672166178,1528.76,4773.386,193.17785714285714,7.776835317460318,2651.6310000000003,916.7519672166178,1528.76,4773.386,193.17785714285714,7.776835317460318,-372.654,-1971.6480000000006,2732.7815464863475,2957.932013891277,115.34228571428548,150.10699999999952
2006-12-31,3494.196,150.852,0.0,347.0,6502.0,51387.6,239.8965763888889,10.199583333333333,1440,1440,6,12,365,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,-0.004300592702981974,0.9999907524084426,1.0,4,-2.4492935982947064e-16,1.0,53.7,10.0,2.0,2.0,3.0,0.04317216319772212,0.002919007213795198,58236.6,0.0,0.005958452244705933,0.11164800142673768,0.882393546311385,2801.738,312.75600000000003,8.317083333333333,3174.392,196.394,9.271388888888888,2550.012,149.9,7.640416666666667,3390.46,226.006,9.999027777777778,3494.196,150.852,10.199583333333333,3156.7753333333335,346.5649732003123,2801.738,3494.196,220.0006666666667,9.262685185185184,2821.2791428571427,821.9345377849804,1528.76,3934.11,207.59457142857144,8.241607142857143,2659.0407142857143,923.5767860295546,1528.76,4773.386,187.8097142857143,7.791160714285715,2707.802,909.7971619602126,1528.76,4773.386,190.35613333333333,7.938351851851852,692.4580000000001,944.1839999999997,2923.1351598647607,2992.5296904144207,672.9168571428572,786.3939999999998
2007-01-01,2749.004,148.166,0.0,352.0,5880.0,39584.73333333333,240.12897916666665,7.916944444444444,1440,1440,0,1,1,0.0,1.0,0.49999999999999994,0.8660254037844387,0.017201575418260506,0.9998520419557735,0.0,1,1.0,6.123233995736766e-17,61.3,10.0,6.0,1.0,1.0,0.05389806633460771,0.0028799319468303837,45816.73333333333,0.0,0.007682782563990098,0.12833739055756185,0.863979826856622,3494.196,150.852,10.199583333333333,2801.738,312.75600000000003,8.317083333333333,2743.12,240.28,7.951527777777779,2203.826,161.792,6.421666666666667,2749.004,148.166,7.916944444444444,3014.979333333333,415.8505487519923,2749.004,3494.196,203.92466666666667,8.811203703703702,2822.119714285714,821.8442882893964,1528.76,3934.11,194.43542857142856,8.236666666666666,2697.982,914.3541672180006,1528.76,4773.386,186.83642857142854,7.89796626984127,2710.377125,879.007916811362,1528.76,4773.386,187.71925,7.937013888888889,-745.192,5.8840000000000146,2879.602369898571,2976.818355548974,-73.11571428571415,38.62687499999993
2007-01-02,1269.236,190.342,0.0,348.0,6562.0,14243.933333333332,241.94377777777777,3.7140277777777775,1440,1440,1,1,2,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0.03439806061360801,0.9994082116062598,0.0,1,1.0,6.123233995736766e-17,61.3,10.0,6.0,1.0,1.0,0.14996580608337154,0.002926191641941755,21153.933333333334,0.0,0.016450841292724873,0.31020235793925466,0.6733468007207478,2749.004,148.166,7.916944444444444,3494.196,150.852,10.199583333333333,3934.11,165.102,11.347916666666666,1666.194,150.942,4.926388888888889,1269.236,190.342,3.7140277777777775,2504.145333333334,1132.5098566376068,1269.236,3494.196,163.11999999999998,7.276851851851851,2441.4234285714288,837.9524654415773,1269.236,3494.196,198.04114285714286,7.146111111111111,2669.6278571428566,954.1020471202518,1269.236,4773.386,189.6507142857143,7.811369047619047,2625.6041176470585,920.0727431240073,1269.236,4773.386,187.8735294117647,7.688602941176471,-1479.7679999999998,-2664.874,2477.0107774239286,2866.6517519651693,-1172.1874285714287,-1356.3681176470584
2007-01-03,1014.054,196.728,0.0,344.0,4765.0,11791.9,243.5570902777778,3.0140277777777778,1440,1440,2,1,3,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0.051584366869408364,0.9986686402879997,0.0,1,1.0,6.123233995736766e-17,61.3,10.0,6.0,1.0,1.0,0.19400150268723215,0.0029722556932919963,16900.9,0.0,0.02035394564666059,0.28193764827423756,0.6977084060199332,1269.236,190.342,3.7140277777777775,2749.004,148.166,7.916944444444444,1528.76,178.902,4.5175,2225.748,160.998,6.467361111111111,1014.054,196.728,3.0140277777777778,1677.4313333333337,936.7392637448978,1014.054,2749.004,178.41199999999995,4.881666666666666,2367.894,946.8869098035582,1014.054,3494.196,200.5877142857143,6.931329365079365,2583.0782857142854,1047.8205654016729,1014.054,4773.386,192.20285714285714,7.564702380952381,2536.0735555555557,970.0622307524899,1014.054,4773.386,188.36544444444445,7.4289043209876535,-255.18200000000013,-514.706,2111.2715830679463,2747.1293163545133,-1353.8399999999997,-1522.0195555555556
2007-01-04,3259.412,202.302,1051.0,7597.0,10896.0,34779.53333333333,239.7502986111111,9.478194444444444,1440,1440,3,1,4,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0.06875540848113941,0.9976335468520451,0.0,1,1.0,6.123233995736766e-17,61.3,10.0,6.0,1.0,1.0,0.0620670231127372,0.00290794610854243,54323.53333333333,0.019347047872082197,0.13984730988031252,0.20057605481846585,0.6402295874107312,1014.054,196.728,3.0140277777777778,1269.236,190.342,3.7140277777777775,2072.638,208.876,6.086250000000001,1717.112,144.166,5.028194444444445,3259.412,202.302,9.478194444444444,1847.5673333333336,1229.3325365324604,1014.054,3259.412,196.4573333333333,5.402083333333333,2537.4331428571427,990.4538111228652,1014.054,3494.196,199.64857142857144,7.415892857142857,2693.242571428571,1030.708736439731,1014.054,4773.386,196.35542857142858,7.882559523809524,2574.144,957.2249568762124,1014.054,4773.386,189.09894736842105,7.536761695906432,2245.3579999999997,1186.774,2398.3066873009598,2780.179812073577,721.9788571428571,685.268
2007-01-05,2713.364,173.154,1483.0,379.0,7602.0,35758.73333333333,240.49576388888892,7.885138888888889,1440,1440,4,1,5,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.08590610426133272,0.9963032375991965,0.0,1,1.0,6.123233995736766e-17,61.3,10.0,6.0,1.0,1.0,0.06381524923902018,0.0029060379978443187,45222.73333333333,0.0327932411567458,0.008380740659748252,0.16810129418312986,0.7907247239782633,3259.412,202.302,9.478194444444444,1014.054,196.728,3.0140277777777778,3174.392,196.394,9.271388888888888,2341.338,186.906,6.872916666666667,2713.364,173.154,7.885138888888889,2328.9433333333336,1171.0006719730493,1014.054,3259.412,190.72799999999998,6.7924537037037025,2471.572,955.7600606881756,1014.054,3494.196,196.32857142857145,7.217857142857142,2719.815857142857,1025.7218315056782,1014.054,4773.386,195.37314285714288,7.954861111111112,2581.105,932.2142915824271,1014.054,4773.386,188.3017,7.554180555555556,-546.0479999999998,-461.0279999999998,2477.07101547572,2775.869114520443,241.79199999999992,132.25900000000001
2007-01-06,1508.378,192.188,1336.0,402.0,5678.0,17723.633333333335,239.67305555555555,4.543888888888889,1440,1440,5,1,6,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0.10303137904317879,0.9946781061893646,1.0,1,1.0,6.123233995736766e-17,61.3,10.0,6.0,1.0,1.0,0.1274136853445133,0.003012433810275975,25139.633333333335,0.05314317763638253,0.01599068668400133,0.22585850495462573,0.7050076306852125,2713.364,173.154,7.885138888888889,3259.412,202.302,9.478194444444444,2801.738,312.75600000000003,8.317083333333333,4773.386,221.47,14.028055555555557,1508.378,192.188,4.543888888888889,2493.7180000000003,895.9426830305609,1508.378,3259.412,189.21466666666663,7.302407407407407,2286.8062857142854,1005.0396568868496,1014.054,3494.196,179.10457142857143,6.678829365079365,2486.601,884.3229291362708,1014.054,3934.11,193.28157142857143,7.277420634920635,2530.022761904762,938.2801325745902,1014.054,4773.386,188.48676190476192,7.410833333333334,-1204.986,-1293.36,2234.89776160679,2694.0954942288013,-778.4282857142855,-1021.6447619047619
2007-01-07,2447.62,246.074,1987.0,8177.0,12810.0,17819.666666666668,240.90248611111113,7.282638888888889,1440,1440,6,1,7,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0.1201261651823505,0.9927586335250793,1.0,1,1.0,6.123233995736766e-17,61.3,10.0,6.0,1.0,1.0,0.10053603087875733,0.0029753960524564653,40793.66666666667,0.04870854135735019,0.20044778192201937,0.3140193330587096,0.43682434363740713,1508.378,192.188,4.543888888888889,2713.364,173.154,7.885138888888889,3494.196,150.852,10.199583333333333,2550.012,149.9,7.640416666666667,2447.62,246.074,7.282638888888889,2223.1206666666667,633.0859167990816,1508.378,2713.364,203.80533333333332,6.570555555555555,2137.2954285714286,863.3486091189451,1014.054,3259.412,192.70771428571427,6.262123015873017,2479.2872857142856,884.181553604882,1014.054,3934.11,200.15114285714284,7.251865079365079,2526.277181818182,915.8361704373737,1014.054,4773.386,191.10436363636364,7.405006313131313,939.242,-1046.576,2288.078321205093,2678.1938494398464,310.3245714285713,-78.65718181818193
2007-01-08,2241.36,207.568,0.0,467.0,17547.0,19342.0,239.5769513888889,6.551666666666667,1440,1440,0,1,8,0.0,1.0,0.49999999999999994,0.8660254037844387,0.13718540405660057,0.9905453876091833,0.0,1,1.0,6.123233995736766e-17,61.3,10.0,6.0,1.0,1.0,0.0926080593511939,0.0029230764641751394,37356.0,0.0,0.012501338472735268,0.46972373914579385,0.5177749223547014,2447.62,246.074,7.282638888888889,1508.378,192.188,4.543888888888889,2749.004,148.166,7.916944444444444,2743.12,240.28,7.951527777777779,2241.36,207.568,6.551666666666667,2065.786,493.6228881930013,1508.378,2447.62,215.27666666666664,6.126064814814814,2064.7748571428574,823.8175719286851,1014.054,3259.412,201.1937142857143,6.067083333333334,2443.447285714286,882.8328472469858,1014.054,3934.11,197.81457142857144,7.1518749999999995,2513.8894782608695,896.7497381609405,1014.054,4773.386,191.82017391304345,7.367904589371982,-206.25999999999976,-507.6439999999998,2276.3987409038195,2650.0110204437274,176.58514285714273,-272.5294782608694
2007-01-09,1869.054,207.248,1688.0,4267.0,9790.0,15405.9,240.48752083333335,5.521111111111111,1440,1440,1,1,9,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0.1542040475626894,0.988039023376751,0.0,1,1.0,6.123233995736766e-17,61.3,10.0,6.0,1.0,1.0,0.11088390163639791,0.002953960189570312,31150.9,0.05418784047798979,0.1369783858528332,0.31427663405184836,0.4945571395852268,2241.36,207.568,6.551666666666667,2447.62,246.074,7.282638888888889,1269.236,190.342,3.7140277777777775,3934.11,165.102,11.347916666666666,1869.054,207.248,5.521111111111111,2186.011333333334,293.22731841582134,1869.054,2447.62,220.29666666666662,6.451805555555555,2150.463142857143,755.6541928958914,1014.054,3259.412,203.60885714285718,6.325238095238094,2295.9432857142856,781.2892781020975,1014.054,3494.196,200.82500000000002,6.735674603174603,2487.0213333333336,886.8608367023577,1014.054,4773.386,192.463,7.2909548611111115,-372.30600000000004,599.818,2174.5625556778646,2599.6266965441323,-281.4091428571428,-617.9673333333335
